main_tweet,Ad Hominem,Appeal to Fear,Appeal to Ridicule,False Dilemma,Hasty Generalization,Loaded Language,None of the above
" [user8624]: @user UN document known as Sustainable Development = Depopulation? The kids (YOU!) get us all killed! We're all a threat to our environment so they say! UN is run by UNSC= Putin, Trump, Johnson, Jinping & Macron. (& elites in this 'cult') = global dictatorship! 
 ",0,1,0,0,0,0,0
" [user14775]: @user @user ... @user The WHO is a United Nations-run group. Based in Geneva Switzerland. The Rockefeller foundation are the ones who funded & helped aid in its start up. 
 ",0,0,0,0,0,0,1
" [user47590]: @user @user There really isn't any evidence foe the effectiveness of ivermectin. It's probably going to end up like hydroxychloriquine. A nostrum that's oversold when what we really need is worldwide vaccination. 
 ",0,0,0,1,0,1,0
" [user47590]: @user @user You might want to have a look at this. 
 ",0,0,0,0,0,0,1
" [user109669]: @user @user Studies being reviewed now show promise. I'm not an anti-vaxer. I fully support vaccination; however, right now, there is insufficient supply of vaccine & we have variants to contend with. Credible sources do not fully dismiss ivermectin. If it helps, it should be in the toolkit. 
 ",0,0,0,0,0,0,1
" [user47590]: @user @user I understand what you're saying, and if it helps it should be used. But there's no good evidence that it does. 
 ",0,0,0,0,0,0,1
" [user109669]: @user @user Once again, I do not support anyone self medicating or taking medication meant for large animals. But, there is actual, scientific evidence that when used appropriately, ivermectin is a tool for doctors to use in the fight against COVID. 
 ",0,0,0,0,0,0,1
" [user109669]: @user @user I pay careful attention to sources. Recently, there was an AP article with a headline that said exactly what you're saying, but when you actually read the article, it pointed to evidence that had yet to go through the peer-review process. The evidence needs review--not dismissal. 
 ",0,0,0,0,0,0,1
" [user47590]: @user @user Well we shall see what comes out of it. But there have been no@user -scale clinical@user that show any promise, from what I've seen. If it proves to work, so much the better. 
 ",0,0,0,0,0,0,1
" [user109669]: @user @user Have you reviewed this: 
 ",0,0,0,0,0,0,1
" [user47590]: @user @user Yes I have seen it. Thanks for posting it. 
 ",0,0,0,0,0,0,1
" [user109669]: @user @user Can I ask you a real question? Do you think these docs are all bonkers, or do you think it is possible that they are on to something? I am not an expert. I just want more information on this. 
 ",0,0,0,0,0,1,0
" [user47590]: @user @user I think they are very likely bonkers. I don't like their gung-ho attitude. I would wait for the results of clinical trials before I would like to see widespread use of an anti-worm drug for a viral infection. 
 ",0,0,0,0,0,1,0
" [user109669]: @user @user So, even though they are critical care docs, working with COVID patients, you think this is some big hoax? I find that very hard to believe. Ivermectin is cheap--no financial motivation. They are risking their reputations. And, on label, ivermectin is safe, few side effects. 
 ",0,0,0,0,0,0,1
" [user44812]: Just a reminder: Canada is not alone when it comes to vaccine delays so Erin O'Toole & his CPC minions finger pointing at Trudeau are liars playing political games on a life threatening issue. #NeverVoteConservative 
 ",1,1,0,0,0,0,0
" [user44812]: Italy sends warning letter to Pfizer over COVID vaccine delays 
 ",0,0,0,0,0,0,1
" [user44812]: Hungary bought Russia's COVID-19 vaccine 'because EU was too slow' 
 ",0,0,0,0,0,0,1
" [user44812]: Italy's political crisis raises concerns in Brussels over pandemic spending 
 ",0,0,0,0,0,0,1
" [user44812]: ""It means huge complications for us,"" Czech Prime Minister Andrej Babis said. Similar complaints could be heard in several other EU nations, from Denmark to Belgium. 
 ",0,0,0,0,0,0,1
" [user44812]: A number of U.S. states also are reporting difficulty getting their hands on enough vaccines. 
 ",0,0,0,0,0,0,1
" [user44812]: The EU now expects Pfizer to deliver across the 27-nation bloc 92% of what was expected over this week and the next one. The missing 8% is expected to be recovered during the week of Feb. 15 
 ",0,0,0,0,0,0,1
" [user44812]: B.C. adjusting #COVID19BCimmunizationplan in light of vaccine delivery delays 
 ",0,0,0,0,0,0,1
" [user44812]: Fact check: How provinces are handling the Pfizer-BioNTech vaccine stoppage. Provinces readjust vaccine rollout plans amid this week's delay | CBC News 
 ",0,0,0,0,0,0,1
" [user84109]: Just watching @user I think I'm going to lose it. How many times is @user going to ask Minister @user how much supply and what date the Johnson & Johnson vaccine will arrive in Canada. IT HAS NOT BEEN APPROVED ! #cdnpoli #cdnmedia 
 ",0,0,0,0,0,1,0
" [user44812]: Just when you think the questions couldn't get any crazier 
 ",0,0,1,0,0,0,0
" [user44812]: Johnson and Johnson expects COVID-19 vaccine data next week 
 ",0,0,0,0,0,0,1
" [user24255]: Every part of AB/sector of society is touched by COVID-19. We must be compassionate w/ those exposed or who test +. Stigma & blame risk driving cases/spread underground & discouraging ppl from getting tested. We all have a role in supporting each other & reducing spread. (3/9) 
 ",0,0,0,0,0,0,1
" [user24255]: Here is a summary of today's #COVID19AB update: We have admin. 180K+ doses of vaccine. 73K+ ABs are fully immunized. In the last 24hrs, we ID'd 267 new cases & completed 6.3K+ tests. Our positivity rate is about 4.4%. There are alerts/outbreaks in 231 schools w/846 cases. (1/9) 
 ",0,0,0,0,0,0,1
" [user24255]: There are 326 ppl in hosp. incl 51 in ICU. Sadly, 11 new deaths were reported in the last 24hrs. My heartfelt sympathies go to the families and friends of these individuals, as well as anyone who is mourning the loss of someone they loved, no matter the cause. (2/9) 
 ",0,0,0,0,0,0,1
" [user24255]: Any senior who wants an appt. will get one, but this will take many weeks. Availability depends upon the supply we receive. For those who try to book after initial appts are filled, remember that new appts will be made available as more vaccine arrives. (5/9) 
 ",0,0,0,0,0,0,1
" [user24255]: Starting tomorrow at 8 a.m, seniors 75+ can book their vaccine appt online at or call Health Link at 811. If you're 74 turning 75, you are eligible for the vaccine. Please be patient. We have increased Health Link staffing but expect enormous demand. (4/9) 
 ",0,0,0,0,0,0,1
" [user24255]: You will be able to book at 1 of 58 sites across AB to enable ppl to receive doses closer to home. Appt. times will be between 8:20 a.m. - 3:40 p.m daily. As more doses arrive we will extend hours. (6/9) 
 ",0,0,0,0,0,0,1
" [user24255]: If you have eligible family/friends, consider asking if they need help booking or getting safely to/from their appt. Seniors must bring photo ID & AHC card to confirm their ID & age at their appt. Seniors can call 211 if they can't find transportation. (7/9) 
 ",0,0,0,0,0,0,1
" [user24255]: In the next few months as we immunize these groups, it is more important than ever that we keep being the vaccine for each other. Every day that cases stay steady or decline means fewer ABs get sick & need hospital care, the strain on our health systems ease a little more. (9/9) 
 ",0,0,0,0,0,0,1
" [user24255]: This a major milestone in our fight against COVID-19. By continuing to vaccinate those at greatest risk of severe outcomes from this virus, we are protecting thousands of parents, grandparents, aunts, uncles, brothers, sisters, neighbours, friends, & community members. (8/9) 
 ",0,0,0,0,0,0,1
" [user88308]: @user Has anyone heard of any serious reactions from the Pfizer two dose vaccine, in particular for seniors? #COVID19AB @user @user ... @user ",0,0,0,0,0,0,1
" [user41384]: @user @user ... @user To each their own. But seeing how the CDC says I have a 99.8% chance against Covid all on my own, even if i get it in the first place, im good. Somone else can be a Guinea pig. ;) 
 ",0,0,0,0,0,0,1
" [user109493]: @user RT Vaccines are mainly defence. Then, you need a real offence, cure, like Penicillin, one that allows you to penetrate and cure in a variety of human environments, with high efficacy and not much fanfare or costs while at work. #Ivermectin kills Covid-19 within 4-6 days. $2/pill 
 ",0,0,0,0,0,0,1
" [user27977]: Peru had officially used ivermectin, dropped it and has just put it back in the home treatment kit, following Mexico's initiative. 🇬🇧 
 ",0,0,0,0,0,0,1
" [user91852]: @user Amazing isn't it: Peru and India get home treatment kits for Covid with Ivermectin and we have... paracetamol. Let's look look at the graphs to see what works 
 ",0,0,0,0,0,0,1
" [user16386]: @user Some trouble in SA 
 ",0,0,0,0,0,0,1
" [user35014]: Wow, maybe America should follow Mexico's lead and distribute a COVID home treatment kit. 
 ",0,0,0,0,0,0,1
" [user88558]: @user @user And in France, 50 doctors put motion to use ivermectin before courts. But in Canada: what is ivermectin? Zero doctors advocate for it and next to zero doctors prescribe it. 
 ",0,0,0,0,0,0,1
" [user138]: @user @user @user In Canada ivermectin is a topical insecticide! 
 ",0,0,0,0,0,0,1
" [user88558]: @user @user @user But the product in your link does not contain ivermectin as active ingredient. If anyone listens to you and ingests it, they could be in trouble. 
 ",0,0,0,0,0,0,1
" [user138]: @user @user @user They're not going to ingest it Alyosha. It's got great big poison warnings and not for internal use all over it. Better tell your commandant trying to run the disinformation campaign about ivermectin in Canada is going to backfire badly. 
 ",1,0,0,0,0,1,0
" [user88558]: @user @user @user In Canada, ivermectin is the most widely used veterinary medication for dogs (HeartGuard), horses, cattle, sheep etc. Multiple oral preparations available at all saddlery stores and farm supply stores. Nix does nothing for Covid and has no place beside the word ivermectin. 
 ",0,0,0,0,0,0,1
" [user36980]: @user @user ... @user Instead of trolling from your mother's basement, you should do some research on this topic and be useful. There is lots of data available that shows benefits of ivermectin in treating COVID. 
 ",1,0,0,0,0,0,0
" [user109462]: ""Ivermectin is an old drug that is used to treat parasitic infections and is not currently registered by the Medicines Control Authority of Zimbabwe(MCAZ) for the treatment of Covid19 patients."" Medical and Dental Practioners Council of Zimbabwe. 
 ",0,0,0,0,0,0,1
" [user5639]: Those guys are behind.That drug has been approved alread like yesterday if I am not mistakenCAZ and MDPCZ are very much behind .Not surprised anyway. 
 ",0,0,0,0,0,0,1
" [user47123]: People are desperate and if not covid we shall all perish from experimenting with unsanctified drugs 
 ",0,1,0,1,0,0,0
" [user119499]: Is there anyone with knowledge concerning this drug and how it helps in fighting covid. Please retweet I need urgent information concerning it. @user 
 ",0,0,0,0,0,0,1
" [user123530]: @user @user @user Ivermectin is an old antiparasitic drug which has been reported to inhibit SARS-Cov-2 replication in vitro (outside the human body). More studies are being done though to achieve safe doses since the test dosages exceeded the recommended human doses. 
 ",0,0,0,0,0,0,1
" [user123530]: @user @user @user In contrast to recent explored treatments, Ivermectin has been reported as promising in early and mild cases as it has managed to reduce viral load, lessen hospitalization time and thus reduce mortality amongst hospitalized patients. 
 ",0,0,0,0,0,0,1
" [user119499]: @user @user @user Quite insightful, can you take it when you have not contracted corona? 
 ",0,0,0,0,0,0,1
" [user123530]: @user @user @user Ivermectin has been used, especially in Africa, prophylactic ally in Mass Drug Administration (MDA) campaigns against diseases such as filariasis. Studies done in those countries have shown a strong correlation in Lower Covid19 incidence than in countries who don't incl the drug. 
 ",0,0,0,0,0,0,1
" [user123530]: @user @user @user It's still a hypothesis though, that you can take Ivermectin to prevent COVID19, which is only based on a strong CORRELATION. Some countries though like India, I m made to understand have started issuing out Ivermectin as prophylaxis 
 ",0,0,0,0,0,0,1
" [user139250]: Ndatopedza nemi so. This is the official position of doctors in Zimbabwe. Inasmuch as you you might get desperate, never forget that any treatment protocol offered has to take into consideration your safety. After all ""do no harm"". 
 ",0,0,0,0,0,0,1
" [user27977]: ""Tokyo Medical Association recommends ivermectin administration to prevent aggravation"" Welcome on board. 🇯🇵❤ 🇬🇧 
 ",0,0,0,0,0,0,1
" [user113758]: @user How is it possible that they use such a treatment not recommended by @user ? Why are they ignoring the true occidental scienceTM? @user 
 ",0,0,0,1,0,0,0
" [user6162]: @user @user ... @user This is not new😉 🇯🇵 JAPAN 🎌🎏🗻👘 ⛩Treatment protocole Covid-19 June 2020⛩ Hydroxychloroquine p.26 ivermectin p.35 🥳🥳🥳 
 ",0,0,0,0,0,0,1
 [user75937]: When will the US get on-board? The data is there. Will you follow the science? @user @user #COVID19 #ivermectin @user @user ... @user ,0,0,0,1,0,0,0
" [user51706]: How do Zuckerburg & Gates censor Japan's endorsement of Ivermectin 120 Million people less than 7000 Covid deaths. 
 ",0,0,0,0,0,0,1
" [user65100]: IVERMECTIN ARRIVE SOON, in Japan 🇯🇵 Tokyo city ASSOCIATION MEDICAL 🏥 recommends IVERMECTIN 🇯🇵🤙😎 ... Soon Trial of Nobel Price OMURA will change everything be ready 😎🤙 #ivermectin #ivermectine #omura #tokyo #japan #COVID19 #macron #BorisJohnson #nih #medincell 
 ",0,0,0,0,0,0,1
" [user124793]: Ivermectin vs #COVID19 : Another easy, low-cost way to have quick recovery from a virus that already has a 99.74% survival rate, even if you did nothing. 
 ",0,0,0,0,0,0,1
" [user115106]: Japan are now recommending #ivermectin. When will @user follow suit. It's cheap, safe (3.7 billion doses worldwide), and shown to be highly effective against Covid-19. #savelives and #protecttheNHS? Then approve #ivermectin4UK so we can get out of this mess. 
 ",0,0,0,1,0,1,0
" [user139140]: Covid is totally harmless. But if you're e.g. morbidly obese, then your obesity is harmful. NOT ""covid"". 
 ",0,0,0,1,0,0,0
" [user39825]: @user @user ... @user There is no reason to not mandate hydroxychloroquine, remsvedir and ivermectin for all covid cases.If you don't ensure every Canadian has access, you are all murderers. @user @user @user 
 ",0,1,0,0,0,0,0
" [user17373]: @user Dr. Hanaki @user , Kitasato Univ. Japan, is also working on clinical trials on #Ivermectin. Working together with Dr. Satoshi Omura, 2015 Nobel literature, invented Ivermectin. #Tokyo also started clinical trials. I really hope to see good results. #COVID19 #Japan 
 ",0,0,0,0,0,0,1
" [user45348]: Trump says he is taking hydroxychloroquine, a drug FDA has cautioned about using for COVID-19. He started ""a couple weeks ago"" ""I think it's good. I've heard a lot good stories. And if it's not good, I'll tell you right, I'm not going to get hurt by it"" 
 ",0,0,0,0,0,0,1
" [user65270]: Hopefully he's been injecting bleach as well. 
 ",0,0,1,0,0,0,0
" [user103095]: Please don't take anything without checking with your doctor. Hydroxychloroquine can cause heart irregularities and there is no evidence that it works. Just like drinking Dettol. Or injecting bleach. 
 ",0,0,0,0,0,0,1
" [user75872]: BIG NEWS! President @user is taking hydroxychloroquine himself (as a preventative). Recalls receiving a letter from a doctor in Westchester who had good results from this medication IN COMBINATION WITH Azithromycin & Zinc. 👇🏻 
 ",0,0,0,0,0,0,1
" [user71036]: MAGA Making Azithromycin Great Again 
 ",0,0,1,0,0,0,0
" [user109949]: And don't forget to inject yourself with bleach, mate... 
 ",0,0,1,0,0,0,0
" [user35194]: I guess at least he's not injecting bleach 🧐 
 ",0,0,0,0,0,0,1
" [user95637]: It works best with bleach Mr President please try it. 
 ",0,0,1,0,0,0,0
" [user104454]: @user Cyanide will stop you developing Covid 19. May I suggest the POTUS takes a huge dose now? PS known side effects are acute shortage of breath, loss of any movement, rambling and frothing at the mouth. Should be taken orally and not injected like bleach or other disinfectants! 
 ",0,0,1,0,0,0,0
" [user86862]: Is he downing it with bleach? 
 ",0,0,1,0,0,0,0
" [user139552]: I think he has been taking it for ages: look up the side effects...bleaching of hair, skin discolouration.....etc 
 ",0,0,0,0,0,0,1
" [user112695]: Dr Wagstaff (author of Monash study on ivermectin) says she has unpublished data showing ""the drug works at lower concentrations which are definitely achievable based on all published modelling"" 
 ",0,0,0,0,0,0,1
" [user112695]: Professor David Jans, Dr Wagstaff's co-author, says the existing data for ivermectin is much better than that for approved COVID-19 drug Remdesivir. 
 ",0,0,0,0,0,0,1
" [user46492]: @user The article mentions the attack on ivermectin launched *immediately* after Dr. Wagstaff et al published their April 3 story -- letters by Dr. Raynor and Dr. Noel. Raynor hadn't done ivermectin research since 2009, IIRC. Noel *never* studied ivermectin. Did Big Pharma call them? 
 ",0,0,0,0,0,0,1
" [user95075]: Remember when studies in people were what counted? We've got them. Ivermectin worksin safe, short courseseven for the very sick in @user study. High dosing in test tubes is a nonissue red herring. Let's put it to #COVID use, @user . 
 ",0,0,0,0,0,0,1
" [user95075]: Remember when studies in people were what counted? We've got them. Ivermectin worksin safe, short courseseven for the very sick in @user study. High dosing in test tubes is a nonissue red herring. Let's put ivermectin to #COVID use, @user . 
 ",0,0,0,0,0,0,1
" [user88558]: @user @user What the Australian paper story says is that Surgisphere was behind the ivermectin database, therefore false data. Surgisphere, a phony hired gun for expensive drugs now supplying data for a cheap alternative to remdesivir and vaccines? MUST be a gross lie by the newspaper. 
 ",0,0,0,1,0,1,0
" [user88558]: @user @user I'll take that back as the newspaper has a link (not dated) to the retracted study including Surgisphete head honcho but story says a warning was issued day after paper was published and that was April. The plot thickens. 
 ",0,0,0,0,0,0,1
" [user46492]: @user @user The first Surgisphere IVM article was posted on April 6. It might have been a response to the April 3 Monash paper, IDK. A version with a prestigious Harvard Med co-author added came out on April 19, IIRC. It remained posted until a few weeks after the Lancet/BMJ retractions. 
 ",0,0,0,0,0,0,1
" [user46492]: @user @user I believe the FDA issued its warning against treating covid-19 with ivermectin on April 10. AFAIK it's just reflexive government behavior, probably in the AU as well as the US. 
 ",0,0,0,0,0,0,1
" [user90401]: This is a Human Rights issue Look at the evidence To ignore this is to deny the basic human right to treatment to the masses People have a human right to treatment that works. 
 ",0,0,0,1,0,0,0
" [user131808]: @user Personal friend had the Oxford on Wednesday. Went to A&E Sunday (111 advice) with lump on leg. Blood clot identified. MRI today with self injection of anticoagulant for 3 weeks followed by tablets if successful. Safe jabs? 
 ",0,0,1,0,0,0,0
" [user130963]: @user @user @user Any proof of link to vaccination? Millions have had jabs without any side effects, so yes Safe Jabs 🙄👍 
 ",0,0,0,0,0,0,1
" [user131808]: @user @user @user Any proof it's not linked? Just coincidence it was 4 days after the jab and she was ill for all of the days. I bet you believe all deaths are Covid-19 related but none of the clots, blindness and deaths are related to the jab. 
 ",0,0,0,0,0,0,1
" [user130963]: @user @user @user Hey clown, No I think covid deaths have been recorded wrong, I.e. Covid on certificate even though they died of something else. So you have no proof but are fear mongering. Show me all these figures of clots, blindness and deaths. 
 ",1,0,0,0,0,0,0
" [user78645]: @user @user @user If you look on the Government website there is a link to the reports of reactions to vaccines from sore arms to deaths. 
 ",0,0,0,0,0,0,1
" [user130963]: @user @user @user Reports of sore arms 😪 I'm sure if there was any link to the vaccine and deaths due to the vaccine we would have heard a lot more about it. Come back when you have proof that the vaccine has caused deaths. Millions have had it but where are all these deaths you suggest. 
 ",0,0,0,0,0,0,1
" [user62694]: @user @user ... @user AZ since Jan 54,180 total reactions, 275 deaths 39 of those are Cardiac and 1922 Cardiac Reactions 2nd doses not started Pfizer Started Dec 33,207 Total Reactions 227 Deaths 1153 Cardiac and 26 deaths All on Gov Website 
 ",0,0,0,0,0,0,1
" [user130963]: @user @user ... @user So these people wouldn't have died anyway? Where is the connection of proof? 
 ",0,0,0,0,0,0,1
" [user62694]: @user @user ... @user Go and look on the Government website. That is a lot of coincidences is it not. I know of more people who have had reactions, caught covid or died after being vaccinated than I new before vaccination started. Its experimental 
 ",0,0,0,0,1,0,0
" [user58045]: Moderna versus Pfizer and why? go! 
 ",0,0,0,0,0,0,1
" [user75261]: @user Neither. SARS-Cov-2 is a mostly mild virus & treatments like Ivermectin. HCQ & Vit D improve outcomes five-fold. Which we knew about a year ago. Meaning Covid vaccines should never have been given emergency approval. 
 ",0,0,0,1,0,0,0
" [user134345]: @user @user If you get Covid and your Doctor doesn't treat with Ivermectin you wont get any. 
 ",0,0,0,0,0,0,1
" [user39386]: @user Ivermectin because it's dirt cheap and nearly 100% effective. And there are no side effects and no unknowns about it. It works both as a prophylaxis and is equally effective and treatment of the Covid, both if taking early when symptoms first present as well as later on 
 ",0,0,0,1,0,1,0
" [user135596]: @user @user But first Ivermectin and HCQ have to stop being suppressed for COVID treatment nearly everywhere in North America 
 ",0,0,0,0,0,0,1
" [user31345]: @user Ivermectin, if you contract Covid. 
 ",0,0,0,0,0,0,1
" [user3587]: It's amazing how no one is going to jail over the HCQ misinformation campaign that caused many lives I'm sure. 
 ",0,1,0,0,0,0,0
" [user102293]: Neither. Never taking that bull crap. Eat the right foods, diet, exercise, take vitamins, take enzymes, take probiotics and take metals! No need for a vaccine! It's a waste of time. The Coronavirus SCAM! I called it back in April 2020 well ahead of other people! 
 ",0,0,0,1,0,1,0
" [user41708]: @user Hydroxychloriquin or ivermectin, they work against covid and have been out for decades. 
 ",0,0,0,1,0,0,0
" [user21425]: The discussion about the natural or artificial origin of SARS-CoV-2 serves who and which purpose❓Do you think this would a question if the origin of this Pandemic would be traced to US ❓ 
 ",0,0,0,0,0,0,1
" [user21425]: ""The scientific method is: the careful, relentless discipline of skepticism and discovery. It's testing and questioning what others claim is beyond debate."" 👉 👇Thresholds for ecological responses to global change do not emerge from empirical data. 
 ",0,0,0,0,0,0,1
" [user21425]: ""We find that threshold transgressions were rarely detectable, either within or across meta-analyses. Instead, ecological responses were characterized mostly by progressively increasing magnitude and variance when pressure increased. 
 ",0,0,0,0,0,0,1
" [user21425]: Sensitivity analyses with modelled data revealed that minor variances in the response are sufficient to preclude the detection of thresholds from data, even if they are present. The simulations reinforced our contention that global change biology needs to abandon the general 
 ",0,0,0,0,0,0,1
" [user21425]: expectation that system properties allow defining thresholds as a way to manage nature under global change. Rather, highly variable responses, even under weak pressures, suggest that 'safe-operating spaces' are unlikely to be quantifiable."" 
 ",0,0,0,0,0,0,1
" [user21425]: Empirical data doesn't allow scientists to establish ecological thresholds or tipping points. As natural bio-systems are dynamic, ever-evolving, and adapting over the long-term, determining longevity timeframes is currently impossible. 
 ",0,0,0,0,0,0,1
" [user21425]: ""global change biology needs to abandon the general expectation that system properties allow defining thresholds as a way to manage nature under global change."" 
 ",0,0,0,0,0,0,1
" [user21425]: So no, there is no reliable science behind the new seven-years-to-the-point-of-no-return countdown of the Climate Clock in Union Square, nor for Rep. Alexandria Ocasio-Cortez's infamous ""The world is going to end in 12 years if we don't act now"" scare, 
 ",0,0,0,0,0,1,0
" [user21425]: or Thunberg's just-10-years-til-inevitable-doom drum pounding. Such claims simply do not  and cannot  be firmly grounded in any scientific knowledge we currently possess. 
 ",0,0,0,0,0,0,1
" [user45178]: On TV: Can you get COVID-19 twice? UNC doctor says yes. 
 ",0,0,0,0,0,0,1
" [user133740]: This is the new thing to keep control. Even though they claim the vaccine will work. 60 million cases and only a handful of confirmed reinfections. So they fear monger ""you can get it again!"" to keep people compliant now that so many are immune. 
 ",0,1,0,0,0,0,0
" [user27977]: ""Evidence is mounting which suggests that ivermectin may be an important drug in the fight against COVID-19."" 
 ",0,0,0,0,0,0,1
" [user100029]: Some of us have known for months 
 ",0,0,0,0,0,0,1
" [user82198]: @user No vaccine is needed if there's effective treatment 
 ",0,0,0,1,0,0,0
" [user82198]: @user Hey look, a generic drug that's an effective early treatment. No vaccine needed 
 ",0,0,1,1,0,0,0
" [user115226]: @user will this be mentioned in Tuesday's hearing? 
 ",0,0,0,0,0,0,1
" [user96187]: When will any of Australia's health ministers, chief health/medical officers or the TGA take notice? How many lives and businesses could have been saved with early adoption? When will those authorities notice there was no downside risk? 
 ",0,0,0,1,0,0,0
" [user132072]: Red #HCQW0RKS and blue #ivermectin now in #Ivermectin?! You don't say #hcqotc #happyxmascovid19isover if you want it 
 ",0,0,0,0,0,0,1
" [user85694]: @user @user @user Wow. So the unknowns are for Ivermectin? That's a lot of deaths for such a small part of the market. Concerning. 
 ",0,0,1,0,0,0,0
" [user23817]: @user @user @user Ivermectin is not a vaccine. 
 ",0,0,0,0,0,0,1
" [user85694]: @user @user @user #Ivermectin is NOT a treatment for #COVID19. ""The US Food and Drug Administration (FDA) has issued guidance warning consumers against using the antiparasitic drug ivermectin to treat or prevent COVID-19."" 
 ",0,0,0,0,0,0,1
" [user23817]: @user @user @user The FDA was long ago captured by Big Pharma. I'd be looking elsewhere for evidence. 
 ",0,0,0,0,0,0,1
" [user85694]: @user @user @user Elsewhere? You? Craig Kelly? 🤣 
 ",0,0,1,0,0,0,0
" [user23817]: @user @user @user If you had any interest in prophylactics and treatments you would know this already. You could usefully start on this page which includes information about Ivermectin. And avoid the MSM. 
 ",0,0,0,0,0,0,1
" [user85694]: @user @user @user Ivermectin isn't a treatment for COVID19. You've been debunked. Now run off. 
 ",0,0,0,0,0,0,1
" [user23817]: @user @user @user Just posted a link for you. Do us all a favour and take a look please 
 ",0,0,0,0,0,0,1
" [user85694]: @user @user @user What aren't you understanding about the FDA's statement Ivermectin isn't a treatment for COVID19. 
 ",0,0,0,0,0,0,1
" [user71164]: I cant describe how many drs/rns are expressing they ""cant take this anymore"" or ""have almost nothing left to give."" If you need a flawless 3K subject per arm RCT on top of the mountain of evidence we have for the prophylaxis value of a very safe cheap rx, ur detatched at best. 
 ",0,0,0,0,0,1,0
" [user71164]: I repeat: 15% of IDSA recommendations have ever been based on even a single randomized study. We have 11. In high transmission communities, ivm should be offered w informed consent+caveats. Dont let the hydroxychloroquine debacle rob you of your critical thinking. 
 ",0,0,0,0,0,1,0
" [user71164]: The scientific certainty required for a practice adoption isnt static-safety of the treatment and gravity of the situation are factors. There is no EBM medical ethics or patient safety principle stating thou shalt be inert until large double blind placebo controlled RCTs are done 
 ",0,0,0,0,0,0,1
" [user71164]: And placebo control has been fading into the mist for awhile, much more head2head and comparative effectiveness rsch. Drug+standard of care vs soc alone is not a bad trial design. In a pandemic, additional cost+hurdles of adding placebo to soc arm outweighs its scientific value 
 ",0,0,0,0,0,0,1
" [user71164]: The foundational principle of evidence medicine is, do not rely solely on it to make treatment decisions. Let's listen to EBM when she's trying to tell us something important. 
 ",0,0,0,0,0,0,1
" [user71164]: There are no miracles, cures, or magic bullets against viruses. There's harm reduction and inhibition of transmission. It's about reducing morbidity AND protection of hospitals by reducing morbidity. 
 ",0,0,0,0,0,0,1
" [user115369]: @user Don't worry, Oxford aren't interested in adding this as an arm to RECOVERY. 
 ",0,0,0,0,0,0,1
" [user71164]: @user This is the big issue - why have there been robust well designed trials on every putative covid treatment anyone ever thought of EXCEPT ivermectin? 
 ",0,0,0,0,0,0,1
" [user46223]: @user They both work!! #Ivermectin The early the better!! #Hydroxychloroquine protocol for #COVID19 Needs to be given on ""The Onset Of Symptoms"" You doctors in ER never get a chance to see how the #HCQ protocol worked, because your were given it too late. 
 ",0,0,0,0,0,0,1
" [user57557]: This successful @user trial is ANOTHER great UK vaccine success story. Global scientific collaboration. UK govt support. Made in Teesside. Thank you to everyone working on it. Our vaccine strategy is working. 
 ",0,0,0,0,0,0,1
" [user66310]: @user @user Hi Matt, why are you not pushing physical exercise, vitamin D, zinc and other therapeutics? Why only big Parma & not the small clever drugs like SNG001 or ivermectin? 
 ",0,0,0,0,0,0,1
" [user9899]: @user @user @user Why gave you ignored other successful treatments since April. Have you responded to DT Lawrie? 
 ",0,0,0,0,0,0,1
" [user125044]: @user @user What about the inexpensive tablets Ivermectin which has been trialled and a success against Covid. It's a well known brand since 1975 used worldwide, harmless and widely available. Why is it not being approved and used in the UK? 
 ",0,0,0,0,0,0,1
" [user12443]: @user @user @user The amount of ivermectin needed to kill Covid-19 is toxic to humans, says Prof Salim Abdool Karim 
 ",0,0,0,0,0,0,1
" [user12443]: @user @user @user May be this is the reason ? The amount of ivermectin needed to kill Covid-19 is toxic to humans, says Prof Salim Abdool Karim 
 ",0,0,0,0,0,0,1
" [user12443]: @user @user The amount of ivermectin needed to kill Covid-19 is toxic to humans, says Prof Salim Abdool Karim 
 ",0,0,0,0,0,0,1
" [user29877]: @user @user TELL THE TRUTH MATT HANCOCK 1. Ivermectin Cures and Prevents Covid 2. Hydroxychloroquine Cures and Prevents Covid 3. Nobody can be forced or discriminated against for not taking your Dangerous, Experimental Vaccines. Withholding effective treatments during a Pandemic is a Crime 
 ",1,0,0,0,0,1,0
" [user12222]: I'm deeply saddened to hear that an Alberta health-care worker has passed away as a result of COVID-19. I want to extend my condolences to this person's family, friends, loved ones and colleagues at this difficult time. 1/3 
 ",0,0,0,0,0,0,1
" [user64351]: @user @user With the cuts you have made in healthcare during a pandemic and the almost useless roll out of the vaccines, these are hollow, useless words. #ResignKenney 
 ",0,0,0,0,0,1,0
" [user74683]: @user @user You announcing this after months of stabbing health care workers in the back is completely disgusting. You do NOT care about health care workers! Your empty words offer no sympathy. It's time for you to resign and crawl back into your hole of shame. #FiretheUCP 
 ",1,0,0,0,0,1,0
" [user5453]: @user @user @user We have the best vaccine rollout in Canada ! Just not enough. That's on Trudeau 
 ",0,0,0,0,0,0,1
" [user81747]: @user Are you really sad or just greatful that it will be one less person you will lay off post covid? You should resign .....btw...how was YOUR holiday? 
 ",1,0,0,0,0,0,0
